app_name,category,size_mb,rating
SmartGame719,Entertainment,3.0,4.03
SmartCam720,Productivity,270.6,3.75
LiteFit721,Education,22.4,4.46
EasyLearn722,Social,14.1,4.51
LiteLearn723,Finance,217.3,4.31
DailyNotes724,Games,21.1,4.79
DailyWallet725,Tools,4.1,4.95
QuickCam726,Social,322.6,3.89
LiteFit727,Education,287.9,2.41
EasyFit728,Education,8.2,4.58
UltraCam729,Social,343.6,1.65
QuickGame730,Entertainment,202.9,2.33
EasyLearn731,Social,20.9,4.0
FastNotes732,Tools,398.6,3.24
EasyLearn733,Communication,369.0,4.32
LiteGame734,Finance,18.7,4.16
ProWallet735,Finance,216.3,2.77
ProLearn736,Games,11.6,4.71
ProMusic737,Entertainment,309.4,4.32
DailyMusic738,Health,316.5,4.27
ProWallet739,Games,93.3,2.15
MegaFit740,Entertainment,15.7,4.88
FastWallet741,Communication,176.0,4.4
SimpleWallet742,Social,86.7,2.41
QuickFit743,Health,17.2,4.35
SimpleMusic744,Finance,473.9,4.02
LitePhoto745,Tools,9.1,4.3
EasyMusic746,Photography,3.7,4.49
EasyFit747,Finance,359.3,4.19
SmartWallet748,Games,287.6,3.82
SmartGame749,Tools,4.9,4.24
MegaLearn750,Communication,379.3,3.93
SimpleChat751,Communication,13.7,4.32
FastFit752,Finance,11.4,4.17
SmartGame753,Productivity,105.7,2.69
FastFit754,Health,5.7,4.05
MegaLearn755,Social,18.3,4.75
DailyCam756,Social,269.1,4.38
QuickNotes757,Productivity,20.5,4.78
SmartWallet758,Photography,252.4,4.25
FastGame759,Productivity,347.3,2.31
DailyCam760,Photography,13.1,4.38
DailyPhoto761,Entertainment,483.2,4.46
UltraMusic762,Photography,108.4,4.35
DailyMusic763,Entertainment,190.7,4.35
ProWallet764,Social,165.3,4.02
MegaLearn765,Entertainment,293.3,4.01
ProCam766,Photography,12.4,4.72
EasyChat767,Finance,3.4,5.0
MegaLearn768,Tools,248.0,1.62
QuickMusic769,Finance,5.1,4.23
SimpleChat770,Productivity,2.4,4.73
ProLearn771,Finance,167.9,4.52
SmartPhoto772,Health,109.6,3.85
DailyNotes773,Finance,391.5,4.02
SmartChat774,Finance,15.8,4.52
DailyNotes775,Health,437.5,3.73
ProFit776,Social,345.8,2.35
SmartFit777,Tools,20.2,3.99
ProLearn778,Social,337.3,2.2
EasyWallet779,Communication,307.8,4.35
DailyChat780,Entertainment,4.2,4.81
DailyFit781,Productivity,16.7,4.05
LiteWallet782,Finance,20.9,4.34
UltraMusic783,Education,265.0,3.62
UltraTasks784,Finance,295.3,4.06
SimpleWallet785,Finance,8.7,4.22
ProFit786,Photography,3.2,4.2
SmartTasks787,Games,136.6,4.09
QuickChat788,Finance,308.6,4.19
DailyPhoto789,Finance,16.0,4.41
SmartLearn790,Entertainment,465.2,3.76
EasyNotes791,Health,11.5,4.49
FastCam792,Games,21.0,4.57
SimpleGame793,Education,105.8,3.92
SmartChat794,Games,419.5,5.0
SimpleLearn795,Communication,310.5,1.86
ProNotes796,Health,6.5,4.32
UltraMusic797,Education,240.0,2.83
DailyLearn798,Entertainment,13.3,4.54
FastPhoto799,Photography,10.3,4.46
QuickChat800,Finance,301.3,2.55
FastFit801,Social,330.0,4.35
UltraPhoto802,Social,4.5,4.21
MegaCam803,Games,207.7,3.84
ProWallet804,Games,183.6,2.32
SimpleWallet805,Education,9.1,4.52
QuickFit806,Health,106.4,2.42
MegaChat807,Entertainment,126.9,3.85
FastPhoto808,Productivity,185.0,2.68
ProMusic809,Photography,5.3,4.28
DailyCam810,Tools,194.2,4.53
EasyGame811,Communication,132.8,3.95
EasyFit812,Entertainment,134.0,2.64
UltraTasks813,Productivity,21.1,4.35
UltraPhoto814,Games,331.1,4.12
QuickLearn815,Games,208.7,1.63
LiteFit816,Education,10.8,4.42
SimpleChat817,Education,351.9,4.27
SmartChat818,Social,266.4,2.69
SimpleWallet819,Education,113.3,3.61
LiteNotes820,Photography,12.4,4.72
SmartMusic821,Tools,366.4,2.53
QuickFit822,Finance,7.6,4.77
ProCam823,Photography,468.3,4.48
EasyTasks824,Productivity,11.0,4.19
QuickLearn825,Games,192.7,4.38
FastCam826,Entertainment,239.5,4.7
SmartFit827,Productivity,24.9,3.96
QuickNotes828,Entertainment,1.9,4.78
SmartFit829,Social,360.8,2.38
MegaChat830,Health,19.7,4.48
FastTasks831,Games,211.8,4.19
SimpleMusic832,Communication,354.4,2.74
LiteLearn833,Social,1.4,4.23
DailyPhoto834,Social,384.4,2.66
ProWallet835,Games,216.5,3.81
SmartFit836,Health,316.0,3.21
SimpleLearn837,Social,8.7,4.44
UltraNotes838,Social,213.4,4.17
QuickGame839,Health,13.3,4.01
SmartGame840,Entertainment,105.8,4.23
SmartTasks841,Photography,380.4,5.0
UltraMusic842,Social,289.5,3.47
QuickFit843,Entertainment,150.6,2.13
LiteFit844,Finance,23.9,4.36
FastTasks845,Entertainment,301.5,4.34
ProFit846,Productivity,291.1,4.75
DailyPhoto847,Health,312.4,4.16
LiteWallet848,Entertainment,423.3,4.13
LiteNotes849,Tools,429.9,4.02
MegaCam850,Tools,487.1,4.47
FastChat851,Games,12.3,4.98
FastTasks852,Health,265.2,4.07
UltraWallet853,Finance,244.2,3.74
UltraCam854,Productivity,4.5,4.24
MegaCam855,Games,6.9,4.32
DailyLearn856,Health,131.7,2.76
LiteNotes857,Productivity,178.2,4.78
SimpleNotes858,Entertainment,22.4,5.0
SimpleMusic859,Health,467.7,4.22
QuickMusic860,Communication,16.0,4.27
QuickLearn861,Communication,404.9,4.36
UltraWallet862,Entertainment,439.4,4.62
MegaWallet863,Tools,14.1,4.23
DailyWallet864,Games,10.6,4.23
FastMusic865,Entertainment,19.0,4.98
LiteMusic866,Productivity,110.7,3.9
FastTasks867,Education,290.0,4.11
MegaChat868,Health,366.7,3.24
DailyTasks869,Productivity,157.6,2.81
SmartGame870,Communication,18.5,4.86
EasyGame871,Social,16.6,4.6
MegaFit872,Communication,21.2,3.93
UltraFit873,Photography,21.9,4.71
UltraCam874,Communication,11.3,4.55
UltraLearn875,Photography,6.1,4.15
DailyFit876,Health,305.4,2.67
SmartCam877,Health,248.8,2.72
DailyGame878,Health,148.5,4.31
EasyCam879,Games,10.1,3.83
EasyLearn880,Communication,149.6,4.33
SimpleChat881,Education,109.9,3.98
MegaGame882,Health,4.3,4.65
EasyChat883,Photography,363.3,4.41
FastWallet884,Social,123.8,1.84
FastFit885,Health,12.4,4.16
MegaLearn886,Photography,16.0,4.35
DailyLearn887,Tools,345.7,4.04
SimpleGame888,Health,130.0,3.95
DailyChat889,Finance,14.8,4.22
SmartTasks890,Photography,21.0,4.75
SmartWallet891,Productivity,11.8,4.34
FastFit892,Games,8.6,4.32
FastGame893,Tools,357.9,2.19
UltraPhoto894,Health,380.3,4.5
QuickLearn895,Productivity,170.2,1.89
EasyPhoto896,Communication,12.7,4.46
FastChat897,Productivity,258.9,2.98
FastMusic898,Education,15.5,4.47
SimpleNotes899,Photography,1.8,4.24
FastLearn900,Entertainment,18.3,4.13
LiteNotes901,Social,296.4,2.03
UltraTasks902,Entertainment,190.3,4.04
LiteLearn903,Photography,4.1,4.43
QuickCam904,Photography,1.2,3.95
MegaPhoto905,Photography,204.2,2.15
FastMusic906,Social,139.8,2.29
MegaCam907,Education,9.0,3.53
EasyPhoto908,Health,399.2,2.17
SmartLearn909,Games,24.6,3.91
UltraChat910,Communication,200.7,2.45
SmartCam911,Games,361.4,4.67
LiteNotes912,Productivity,153.3,3.92
FastTasks913,Education,167.2,3.85
EasyFit914,Social,453.7,4.31
LiteFit915,Entertainment,7.8,4.07
MegaPhoto916,Productivity,17.6,4.32
FastCam917,Games,229.4,2.65
QuickWallet918,Productivity,174.4,3.41
QuickFit919,Photography,233.8,2.52
UltraGame920,Entertainment,451.1,4.38
QuickChat921,Photography,244.0,2.36
LiteGame922,Games,177.6,2.45
SimpleNotes923,Games,144.5,2.48
SimpleFit924,Photography,20.7,4.39
ProNotes925,Education,201.9,4.13
QuickCam926,Tools,24.1,4.78
LiteLearn927,Social,123.0,2.93
MegaTasks928,Tools,216.1,3.86
EasyCam929,Tools,160.3,2.68
UltraLearn930,Photography,236.0,3.09
ProTasks931,Tools,213.0,4.24
SimpleWallet932,Entertainment,428.2,3.83
SmartNotes933,Education,3.8,3.76
DailyCam934,Tools,382.3,3.0
MegaFit935,Social,475.1,3.55
SmartGame936,Communication,24.1,4.3
UltraWallet937,Entertainment,498.2,4.21
MegaCam938,Games,262.3,4.2
SmartMusic939,Finance,378.0,4.61
DailyTasks940,Tools,153.3,4.31
MegaPhoto941,Social,11.4,4.5
QuickMusic942,Entertainment,188.2,2.15
SmartFit943,Tools,278.2,4.41
DailyGame944,Productivity,447.2,4.77
SimpleCam945,Education,7.3,4.59
LiteFit946,Games,386.6,2.22
SmartWallet947,Entertainment,22.3,4.03
FastNotes948,Productivity,6.5,4.52
DailyChat949,Productivity,19.3,4.22
DailyFit950,Entertainment,330.6,4.61
FastPhoto951,Productivity,12.8,4.69
ProPhoto952,Social,89.7,2.53
QuickFit953,Education,147.6,4.62
ProNotes954,Health,108.7,2.1
UltraLearn955,Social,13.2,4.68
MegaWallet956,Communication,385.5,2.28
MegaGame957,Social,13.1,4.62
SimpleGame958,Productivity,225.1,4.25
FastWallet959,Entertainment,17.6,4.3
MegaMusic960,Tools,341.1,2.68
ProPhoto961,Education,11.3,4.12
FastGame962,Productivity,14.9,4.45
DailyChat963,Social,110.8,4.53
SimpleFit964,Entertainment,13.1,4.05
DailyWallet965,Social,357.7,2.18
MegaNotes966,Tools,325.7,2.75
UltraFit967,Productivity,283.3,3.91
FastMusic968,Productivity,132.6,3.59
EasyPhoto969,Productivity,3.5,4.24
DailyNotes970,Entertainment,249.0,2.12
FastMusic971,Entertainment,280.3,2.56
SmartNotes972,Health,7.2,4.57
EasyMusic973,Communication,328.9,4.15
QuickWallet974,Health,285.6,4.36
DailyWallet975,Productivity,6.4,4.79
ProPhoto976,Entertainment,20.7,4.8
LitePhoto977,Communication,320.6,3.26
SimpleChat978,Productivity,2.5,4.76
FastChat979,Games,471.4,4.32
FastNotes980,Health,126.4,4.18
EasyMusic981,Education,364.9,4.28
MegaFit982,Photography,17.0,4.53
FastMusic983,Social,315.8,2.24
EasyNotes984,Education,360.7,2.76
MegaGame985,Education,342.6,1.81
FastMusic986,Social,220.2,2.9
EasyNotes987,Social,5.5,3.79
EasyNotes988,Tools,206.9,2.64
MegaMusic989,Communication,213.6,3.83
FastFit990,Health,21.1,4.69
SmartCam991,Finance,4.0,4.74
EasyPhoto992,Social,388.1,2.03
SmartMusic993,Health,347.3,4.36
MegaGame994,Tools,423.7,4.19
UltraGame995,Finance,11.4,5.0
FastTasks996,Education,18.1,4.24
LiteLearn997,Tools,19.2,4.2
QuickMusic998,Communication,22.5,3.84
FastChat999,Productivity,377.0,3.07
